Empresa,Año,Mes,T2M,WS10M,CLOUD_AMT,RH2M,T2M_MAX,T2M_MIN,CLOUD_OD,GWETROOT,TS,PRECTOTCORR,ALLSKY_SFC_SW_DWN,PS,T2MWET,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_LW_DWN
CNFL,2024,12,22.929999999999996,1.46,67.77333333333333,88.13,28.24,18.18,6.890000000000001,0.89,23.27,3.89,3.9486666666666665,93.7,21.83,1.627,9.999266666666665
CNFL,2025,1,22.86,1.45,58.44333333333333,85.1,28.33,17.54,4.816666666666666,0.8000000000000002,23.28,1.26,4.712933333333333,93.76,21.459999999999997,1.7844666666666669,9.866999999999999
CNFL,2025,2,23.09,1.53,58.28,81.9,29.179999999999996,18.43,4.39,0.65,23.7,0.88,5.332066666666667,93.73,21.350000000000005,2.0232666666666668,9.860466666666667
CNFL,2025,3,24.05,1.41,52.800000000000004,76.26,30.91,18.12,4.1499999999999995,0.53,25.070000000000004,1.99,5.921466666666666,93.77,21.61,2.0892666666666666,9.888533333333333
CNFL,2025,4,24.31,1.3999999999999997,71.12666666666667,78.71,31.2,19.29,5.103333333333333,0.54,25.17,7.29,5.491233333333334,93.73,22.14,2.392866666666667,10.129766666666667
CNFL,2025,5,24.149999999999995,0.91,82.22666666666667,89.45,29.49,20.81,7.283333333333334,0.71,24.63,14.410000000000002,5.0065333333333335,93.7,23.149999999999995,2.390133333333333,10.249966666666666
CNFL,2025,6,23.55,0.9,91.78666666666668,91.02,29.03,20.24,9.093333333333334,0.89,23.95,16.64,4.378633333333333,93.77,22.72,2.4552,10.1783
CNFL,2025,7,23.820000000000004,1.1,80.31666666666666,88.03000000000002,29.06,19.61,8.196666666666667,0.9,24.209999999999997,12.44,4.557066666666667,93.77,22.69,2.3283666666666667,10.1325
CNFL,2025,8,23.709999999999997,0.9700000000000001,82.62666666666667,88.2,28.78,19.16,6.576666666666667,0.89,24.2,5.21,4.653866666666667,93.78000000000002,22.600000000000005,2.3912666666666667,10.124666666666666
CNFL,2025,9,23.47,0.93,87.61333333333333,90.96,28.86,19.45,7.37,0.91,23.91,12.53,4.469866666666667,93.76,22.63,2.2840666666666665,10.105933333333335
CNFL,2025,10,22.850000000000005,1.08,87.25666666666666,92.89,27.59,19.76,7.2,0.98,23.25,15.29,4.312333333333333,93.71,22.22,2.2794000000000003,10.0727
CNFL,2025,11,23.01,1.05,75.25666666666666,89.82,28.37,16.9,6.3500000000000005,0.94,23.37,5.15,4.031333333333333,93.69,22.070000000000004,1.869233333333333,10.0179
CNFL,2025,12,22.52,1.34,-999.0,86.79,27.7,17.8,-999.0,0.85,22.88,2.55,-999.0,93.71,21.29,-999.0,-999.0
COOPESANTOS,2020,1,21.29,1.25,55.03,85.45,25.88,17.9,5.22,0.9,21.52,5.02,4.90165,90.12,19.9,1.7636500000000002,9.17325
COOPESANTOS,2020,2,21.43,1.5,40.205,81.26,26.8,16.45,4.49,0.81,21.68,1.95,6.00675,90.12,19.62,1.7626,9.10045
COOPESANTOS,2020,3,22.08,1.37,30.15,72.04,28.85,16.74,4.97,0.66,22.29,0.85,6.65615,90.17,19.14,1.7346,8.968399999999999
COOPESANTOS,2020,4,22.38,0.83,67.6,79.38,30.29,16.5,5.1,0.68,22.67,8.46,5.44065,90.14,20.23,2.3366,9.3856
COOPESANTOS,2020,5,22.39,0.85,85.995,86.53,28.04,18.83,7.465,0.76,22.73,8.48,4.4201999999999995,90.1,21.08,2.3470500000000003,9.4595
COOPESANTOS,2020,6,21.64,0.87,89.975,89.52,26.81,17.83,7.715,0.93,22.05,14.51,4.37735,90.11,20.62,2.46045,9.33995
