"Mes","Año","Empresa","Tarifa","Abonados","Ventas","Ingreso sin CVG","Ingreso con CVG","Precio Medio sin CVG","Precio Medio con CVG","Trimestre","Sistema","Trimestral"
"Diciembre ","2022","COOPESANTOS","Comercios y servicios","3810","1750415","271379745","254503687","155.04","145.4","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ESPH","Comercios y servicios","11309","15236519","1301627298","1172146772","85.43","76.93","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ICE","Comercios y servicios","102702","76404693","8527905490","6911127925","111.61","90.45","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","JASEC","Comercios y servicios","15464","14601983","1292892180","1091575681","88.54","74.76","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Comercios y servicios","236947","228924461.48","24807083824","21187568744","108.36","92.55","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","CNFL","Industrial","1433","5357159","682575478","580197255","127.41","108.3","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPEALFARORUIZ","Industrial","716","471306","53411383","48476672","113.33","102.86","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPEGUANACASTE","Industrial","224","606018.02","63322835","59593745","104.49","98.34","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPELESCA","Industrial","1692","4108132.8","409419367","402924243","99.66","98.08","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPESANTOS","Industrial","213","306411","49380163","46314945","161.16","151.15","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ESPH","Industrial","354","4230551","323157243","290987612","76.39","68.78","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ICE","Industrial","3156","9867288","1159804566","939890887","117.54","95.25","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","JASEC","Industrial","333","3453481.78","292548660","246946604","84.71","71.51","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Industrial","8121","28400347.6","3033619695","2615331963","106.82","92.09","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","CNFL","Media tensión a","246","27174553.25","2349223981","1993713030","86.45","73.37","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPELESCA","Media tensión a","3","1122213.6","86813858","85452114","77.36","76.15","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPESANTOS","Media tensión a","6","1327870","123575146","116044543","93.06","87.39","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ESPH","Media tensión a","5","416549","29053714","26162234","69.75","62.81","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ICE","Media tensión a","582","56575202","4123436440","3341701775","72.88","59.07","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","JASEC","Media tensión a","27","6390635","445932363","376411508","69.78","58.9","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Media tensión a","869","93007022.85","7158035502","5939485204","76.96","63.86","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","CNFL","Media tensión b","74","18654964","1309134962","1112838075","70.18","59.65","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPELESCA","Media tensión b","6","5116129.2","361973477","356281984","70.75","69.64","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","JASEC","Media tensión b","9","7458725","449741537","379626831","60.3","50.9","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ICE","Media tensión b","127","52192351","3081244342","2496932338","59.04","47.84","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ESPH","Media tensión b","7","7280052","432516181","389466541","59.41","53.5","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Media tensión b","216","83422169.2","5202094318","4345679228","62.36","52.09","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","CNFL","Preferencial","3067","9457739","648707161","551456520","68.59","58.31","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPESANTOS","Preferencial","442","152792","20623178","19344424","134.98","126.61","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ESPH","Preferencial","888","3403449","223543278","201310891","65.68","59.15","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ICE","Preferencial","6823","13151777","1093262845","885950474","83.13","67.36","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","JASEC","Preferencial","654","964861","59277486","50063515","61.44","51.89","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Preferencial","11874","27130618","2045413948","1708125824","75.39","62.96","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","CNFL","Promocional","37","758654","65656801","55708660","86.54","73.43","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Promocional","37","758654","65656801","55708660","86.54","73.43","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","CNFL","Residencial","518571","116673215","10122121771","8604779600","86.76","73.75","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPEALFARORUIZ","Residencial","6164","1362435","120725516","109551957","88.61","80.41","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPEGUANACASTE","Residencial","74090","21095563.7","1683097334","1579389603","79.78","74.87","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPELESCA","Residencial","96346","16433126.72","1375726599","1354062075","83.72","82.4","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","COOPESANTOS","Residencial","46471","6587121","593268122","556499559","90.06","84.48","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ESPH","Residencial","81477","20290826","1631882271","1490515642","80.42","73.46","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","ICE","Residencial","757955","137362198","12350323113","10008684898","89.91","72.86","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","JASEC","Residencial","90397","21556874","1559980394","1316778612","72.37","61.08","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Residencial","1671471","341361359.42","29437125120","25020261946","86.23","73.3","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","CNFL","Residencial horaria","7428","3743123","300003334","255057485","80.15","68.14","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Residencial horaria","7428","3743123","300003334","255057485","80.15","68.14","IV Trimestre","Distribucion","2022 4"
"Diciembre ","2022","Usuarios Directos","Usuarios Directos","16","39065675","1486881364","1107083160","38.06","28.34","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","CNFL","Ventas a ICE distribución y a la CNFL","","272015748","13189784782.7","9191545560.29","48.49","33.79","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","ICE","Ventas a ICE distribución y a la CNFL","","398519550.86","18906831334.43","13175614348.04","47.44","33.06","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL","","670535298.86","32096616117.13","22367159908.33","47.87","33.36","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","COOPEALFARORUIZ","Ventas al servicio de Distribución","","2015309","97829546.98","67607908.82","48.54","33.55","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","COOPEGUANACASTE","Ventas al servicio de Distribución","","16245096","832283625.93","580062082.72","51.23","35.71","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","COOPELESCA","Ventas al servicio de Distribución","","11421875","178199898.87","315246242.02","15.6","27.6","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","COOPESANTOS","Ventas al servicio de Distribución","","4353478","254625552.86","173959017.37","58.49","39.96","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","ESPH","Ventas al servicio de Distribución","","25170042","1295110207.57","902611099.11","51.45","35.86","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","JASEC","Ventas al servicio de Distribución","","43451396","2085004748.01","1453133741.11","47.98","33.44","IV Trimestre","Generacion","2022 4"
"Diciembre ","2022","TOTAL NACIONAL","Ventas al servicio de Distribución","","102657196","4743053580.21","3492620091.15","46.2","34.02","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","CNFL","Alumbrado Público","","5467355.83","313027057.92","313027057.92","57.25","57.25","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPEALFARORUIZ","Alumbrado Público","","32178.53","1187387.65","1187387.65","36.9","36.9","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPEGUANACASTE","Alumbrado Público","","745750.86","41851538.26","41851538.26","56.12","56.12","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPELESCA","Alumbrado Público","","817536.63","34253011.04","34253011.04","41.9","41.9","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPESANTOS","Alumbrado Público","","336930","19737322.55","19737322.55","58.58","58.58","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ESPH","Alumbrado Público","","626715.48","26221775.68","26221775.68","41.84","41.84","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ICE","Alumbrado Público","","10816401.6","596145294.06","596145294.06","55.11","55.11","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","JASEC","Alumbrado Público","","1212651.23","51760162.02","51760162.02","42.68","42.68","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Alumbrado Público","","20055520.16","1084183549.19","1084183549.19","54.06","54.06","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","CNFL","Comercios y servicios","73124","89351747.37","10575430382","8987967055","118.36","100.59","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPEALFARORUIZ","Comercios y servicios","1115","371569","40401451","36652088","108.73","98.64","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPEGUANACASTE","Comercios y servicios","15547","18427437.93","1669050553","1566331662","90.57","85","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPELESCA","Comercios y servicios","13698","15810932.69","1509299672","1485721132","95.46","93.97","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPESANTOS","Comercios y servicios","3813","1746321","270931692","254067447","155.14","145.49","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ESPH","Comercios y servicios","11315","15578228","1324640245","1192893119","85.03","76.57","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ICE","Comercios y servicios","102305","77819559","8675612426","7031035247","111.48","90.35","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","JASEC","Comercios y servicios","15452","14151664","1263410837","1070954414","89.28","75.68","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Comercios y servicios","236369","233257458.99","25328777258","21625622164","108.59","92.71","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","CNFL","Industrial","1433","5510055","694792369","590609550","126.1","107.19","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPEALFARORUIZ","Industrial","716","470391","53592459","48645878","113.93","103.42","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPEGUANACASTE","Industrial","225","605621.15","67640551","63478313","111.69","104.82","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPELESCA","Industrial","1691","4083185.31","407928055","401484481","99.9","98.33","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPESANTOS","Industrial","211","172866","28730557","26950958","166.2","155.91","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ESPH","Industrial","354","4257496","327710912","295088100","76.97","69.31","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ICE","Industrial","3150","10121858","1166374140","945257033","115.23","93.39","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","JASEC","Industrial","333","3459738.76","294492248","248637486","85.12","71.87","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Industrial","8113","28681211.22","3041261291","2620151799","106.04","91.35","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","CNFL","Media tensión a","248","27991558.25","2410732070","2049315875","86.12","73.21","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPELESCA","Media tensión a","3","1125000","86987920","85611865","77.32","76.1","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPESANTOS","Media tensión a","6","685116","71005779","66711475","103.64","97.37","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ESPH","Media tensión a","5","500880","35421708","31896578","70.72","63.68","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ICE","Media tensión a","579","57799661","4254653107","3448041018","73.61","59.66","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","JASEC","Media tensión a","27","7188330","478726322","405066161","66.6","56.35","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Media tensión a","868","95290545.25","7337526906","6086642972","77","63.87","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","CNFL","Media tensión b","74","20851775","1422209549","1208955795","68.21","57.98","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPELESCA","Media tensión b","6","4699612.2","324927307","319864896","69.14","68.06","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","JASEC","Media tensión b","9","9434190","541481759","457064753","57.4","48.45","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ICE","Media tensión b","126","53457457","3138657040","2543456969","58.71","47.58","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ESPH","Media tensión b","7","7346472","436039744","392639451","59.35","53.45","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Media tensión b","215","88443034.2","5427275655","4529342413","61.36","51.21","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","CNFL","Preferencial","3071","9631074","665864974","564159065","69.14","58.58","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPESANTOS","Preferencial","442","169200","23090267","21658701","136.47","128.01","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ESPH","Preferencial","879","3360399","222300016","200185462","66.15","59.57","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ICE","Preferencial","6836","13272115","1117346571","905485826","84.19","68.22","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","JASEC","Preferencial","666","961250","60213064","50998314","62.64","53.05","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Preferencial","11894","27394038","2088814892","1742487368","76.25","63.61","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","CNFL","Promocional","38","913604","79618555","67585780","87.15","73.98","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Promocional","38","913604","79618555","67585780","87.15","73.98","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","CNFL","Residencial","517859","122568685","10725756978","9117992570","87.51","74.39","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPEALFARORUIZ","Residencial","6161","1416554","125988016","114332557","88.94","80.71","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPEGUANACASTE","Residencial","73882","21032325.29","1676271609","1573005949","79.7","74.79","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPELESCA","Residencial","96092","16400735.88","1371129057","1349728954","83.6","82.3","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","COOPESANTOS","Residencial","46362","6734703","608595592","570876792","90.37","84.77","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ESPH","Residencial","81364","20268759","1628816621","1487740767","80.36","73.4","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","ICE","Residencial","756732","141736781","12781944231","10358560285","90.18","73.08","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","JASEC","Residencial","90219","20991033","1514663786","1291669775","72.16","61.53","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Residencial","1668671","351149576.17","30433165890","25863907649","86.67","73.65","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","CNFL","Residencial horaria","7392","3858365","308875636","262596220","80.05","68.06","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Residencial horaria","7392","3858365","308875636","262596220","80.05","68.06","IV Trimestre","Distribucion","2022 4"
"Noviembre ","2022","Usuarios Directos","Usuarios Directos","16","43316510","1633015220","1211024614","37.7","27.96","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","CNFL","Ventas a ICE distribución y a la CNFL","","255910424","12518491472.37","8723722172.91","48.92","34.09","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","ICE","Ventas a ICE distribución y a la CNFL","","389231255.42","18548544615.77","12925936228.51","47.65","33.21","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL","","645141679.42","31067036088.14","21649658401.42","48.16","33.56","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","COOPEALFARORUIZ","Ventas al servicio de Distribución","","1287330","68343340.49","47299462.45","53.09","36.74","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","COOPEGUANACASTE","Ventas al servicio de Distribución","","19422616","941003260.75","655835133.09","48.45","33.77","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","COOPELESCA","Ventas al servicio de Distribución","","3440776","67789608.05","119929868.98","19.7","34.86","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","COOPESANTOS","Ventas al servicio de Distribución","","4652976","261138012.55","180471477.06","56.12","38.79","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","ESPH","Ventas al servicio de Distribución","","27906323","1430632425.67","997062625.32","51.27","35.73","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","JASEC","Ventas al servicio de Distribución","","47893423","2288548229.32","1595903606.02","47.78","33.32","IV Trimestre","Generacion","2022 4"
"Noviembre ","2022","TOTAL NACIONAL","Ventas al servicio de Distribución","","104603444","5057454876.83","3596502172.93","48.35","34.38","IV Trimestre","Generacion","2022 4"
"Octubre   ","2022","CNFL","Alumbrado Público","","5666604.01","323163950.36","323163950.36","57.03","57.03","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPEALFARORUIZ","Alumbrado Público","","33055.7","1214797","1214797","36.75","36.75","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPEGUANACASTE","Alumbrado Público","","772121.86","43331478.78","43331478.78","56.12","56.12","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPELESCA","Alumbrado Público","","844351.31","35380294.52","35380294.52","41.9","41.9","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPESANTOS","Alumbrado Público","","352779","20666069.05","20666069.05","58.58","58.58","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ESPH","Alumbrado Público","","647616.04","27096255.32","27096255.32","41.84","41.84","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ICE","Alumbrado Público","","11174772.12","613364523.96","613364523.96","54.89","54.89","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","JASEC","Alumbrado Público","","1255637.8","53594978.29","53594978.29","42.68","42.68","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","TOTAL NACIONAL","Alumbrado Público","","20746937.85","1117812347.29","1117812347.29","53.88","53.88","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","CNFL","Comercios y servicios","73036","88382956.37","10453991924","9598050530","118.28","108.6","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPEALFARORUIZ","Comercios y servicios","1118","369923","40246412","36516081","108.8","98.71","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPEGUANACASTE","Comercios y servicios","15417","17721768.72","1618532959","1564501384","91.33","88.28","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPELESCA","Comercios y servicios","13624","15613443.39","1490641935","1483114253","95.47","94.99","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPESANTOS","Comercios y servicios","3813","1692875","264073509","252529254","155.99","149.17","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ESPH","Comercios y servicios","11307","14846757","1274101333","1240095189","85.82","83.53","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ICE","Comercios y servicios","101797","74052924","8285488271","7366983799","111.89","99.48","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","JASEC","Comercios y servicios","15435","13957029","1252521204","1150689785","89.74","82.45","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","TOTAL NACIONAL","Comercios y servicios","235547","226637676.48","24679597547","22692480275","108.89","100.13","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","CNFL","Industrial","1427","5241801","670410652","613044625","127.9","116.95","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPEALFARORUIZ","Industrial","719","471319","53208155","48295005","112.89","102.47","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPEGUANACASTE","Industrial","224","607574.48","66441654","65055815","109.36","107.07","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPELESCA","Industrial","1693","4164641.96","414531683","411967820","99.54","98.92","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPESANTOS","Industrial","212","141675","24498461","23248190","172.92","164.1","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ESPH","Industrial","354","4165884","322680124","316681320","77.46","76.02","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ICE","Industrial","3168","10343287","1221836809","1056015324","118.13","102.1","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","JASEC","Industrial","335","3273137","280575412","252331478","85.72","77.09","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","TOTAL NACIONAL","Industrial","8132","28409319.44","3054182950","2786639577","107.51","98.09","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","CNFL","Media tensión a","247","28541270","2424268401","2060821390","84.94","72.2","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPELESCA","Media tensión a","4","1442400","117535389","116671629","81.49","80.89","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPESANTOS","Media tensión a","6","211557","36610351","34420254","173.05","162.7","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ESPH","Media tensión a","5","500074","36751549","36286148","73.49","72.56","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ICE","Media tensión a","580","55643544","3991177251","3346986145","71.73","60.15","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","JASEC","Media tensión a","27","7474455","493567574","417246092","66.03","55.82","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","TOTAL NACIONAL","Media tensión a","869","93813300","7099910515","6012431658","75.68","64.09","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","CNFL","Media tensión b","74","21068685","1440108558","1224171275","68.35","58.1","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPELESCA","Media tensión b","5","4690396.2","314348832","312783355","67.02","66.69","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","JASEC","Media tensión b","9","9775110","557214644","470344881","57","48.12","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ICE","Media tensión b","126","53904907","3150876016","2566795318","58.45","47.62","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ESPH","Media tensión b","7","7329124","433821075","428306065","59.19","58.44","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","TOTAL NACIONAL","Media tensión b","214","89439098.2","5462548050","4574094829","61.08","51.14","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","CNFL","Preferencial","3056","9745985","670720096","609575565","68.82","62.55","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPESANTOS","Preferencial","440","154132","20891495","20140090","135.54","130.67","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ESPH","Preferencial","878","3337235","219827635","214986341","65.87","64.42","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ICE","Preferencial","6827","13305175","1117487381","960646011","83.99","72.2","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","JASEC","Preferencial","668","1072310","64941201","59248262","60.56","55.25","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","TOTAL NACIONAL","Preferencial","11869","27614837","2093867808","1864596269","75.82","67.52","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","CNFL","Promocional","38","882304","75911401","64408230","86.04","73","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","TOTAL NACIONAL","Promocional","38","882304","75911401","64408230","86.04","73","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","CNFL","Residencial","517187","121255768","10589916930","9663783885","87.34","79.7","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPEALFARORUIZ","Residencial","6150","1370499","121289155","110066733","88.5","80.31","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPEGUANACASTE","Residencial","73689","20413957.21","1620754839","1570209098","79.39","76.92","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPELESCA","Residencial","95816","16661964.1","1395625708","1388819425","83.76","83.35","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","COOPESANTOS","Residencial","46307","6443479","579370286","558386289","89.92","86.66","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ESPH","Residencial","81214","20257265","1641452507","1581346525","81.03","78.06","IV Trimestre","Distribucion","2022 4"
"Octubre   ","2022","ICE","Residencial","755238","136830467","12268926056","10978030450","89.67","80.23","IV Trimestre","Distribucion","2022 4"
