"Mes","Año","Empresa","Tarifa","Abonados","Ventas","Ingreso sin CVG","Ingreso con CVG","Precio Medio sin CVG","Precio Medio con CVG","Trimestre","Sistema","Trimestral"
"Diciembre ","2018","COOPEALFARORUIZ","Industrial","721","509560","51542869","51367148","101.15","100.81","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPEGUANACASTE","Industrial","234","807614.3","84732490","84484355","104.92","104.61","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPELESCA","Industrial","1757","3905576.42","369488826","369248202","94.61","94.54","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPESANTOS","Industrial","229","182699","32926237","32851131","180.22","179.81","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","ESPH","Industrial","367","8385220","615011310","612516181","73.34","73.05","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","ICE","Industrial","3549","10289199","1246865427","1238751573","121.18","120.39","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","JASEC","Industrial","380","4093193","366706344","365092917","89.59","89.2","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","TOTAL NACIONAL","Industrial","8711","34470048.72","3528323441","3510927442","102.36","101.85","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","CNFL","Media tensión a","289","50123745","4447115817","4421358100","88.72","88.21","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPELESCA","Media tensión a","9","5673720","469730493","469459382","82.79","82.74","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPESANTOS","Media tensión a","7","1493873.14","141300601","141009380","94.59","94.39","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","ESPH","Media tensión a","9","2162547.91","177950050","177270949","82.29","81.97","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","ICE","Media tensión a","663","93086522","7420578994","7372289058","79.72","79.2","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","JASEC","Media tensión a","32","11252544","822427093","818808416","73.09","72.77","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","TOTAL NACIONAL","Media tensión a","1009","163792952.05","13479103048","13400195285","82.29","81.81","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","ICE","Media tensión b","1","5747801","379985516","377944535","66.11","65.75","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","TOTAL NACIONAL","Media tensión b","1","5747801","379985516","377944535","66.11","65.75","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","CNFL","Preferencial","2616","8979777","606876585","603389065","67.58","67.19","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPESANTOS","Preferencial","439","110211","14880633","14846683","135.02","134.71","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","ESPH","Preferencial","713","2579566","165997422","165355754","64.35","64.1","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","ICE","Preferencial","6847","12215287","796807598","791651595","65.23","64.81","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","JASEC","Preferencial","641","920719","61219580","60950828","66.49","66.2","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","TOTAL NACIONAL","Preferencial","11256","24805560","1645781818","1636193925","66.35","65.96","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","CNFL","Promocional","40","1069378","98965410","98384780","92.54","92","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","TOTAL NACIONAL","Promocional","40","1069378","98965410","98384780","92.54","92","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","CNFL","Residencial","486049","112574096","9682631842","9626366980","86.01","85.51","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPEALFARORUIZ","Residencial","6114","1207409","100926907","100422921","83.59","83.17","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPEGUANACASTE","Residencial","66181","18415775.4","1434566071","1430369195","77.9","77.67","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPELESCA","Residencial","83909","14580113.97","1121092309","1120466785","76.89","76.85","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","COOPESANTOS","Residencial","41555","5838104","530722453","529491336","90.91","90.7","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","ESPH","Residencial","75042","19416891","1466993758","1461438760","75.55","75.27","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","ICE","Residencial","686876","122897364","11225787086","11152580232","91.34","90.75","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","JASEC","Residencial","85254","20592622","1615040932","1607934638","78.43","78.08","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","TOTAL NACIONAL","Residencial","1530980","315522375.37","27177761358","27029070847","86.14","85.66","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","CNFL","Residencial horaria","6874","3291738","284332346","282694040","86.38","85.88","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","TOTAL NACIONAL","Residencial horaria","6874","3291738","284332346","282694040","86.38","85.88","IV Trimestre","Distribucion","2018 4"
"Diciembre ","2018","Usuarios Directos","Usuarios Directos","13","16135756","631206526","624041258","39.12","38.67","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","CNFL","Ventas a ICE distribución y a la CNFL","","285725552","15590339660.94","15429750193.17","54.56","54","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","ICE","Ventas a ICE distribución y a la CNFL","","357447393","18989484913.27","18793905287.59","53.13","52.58","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL","","643172945","34579824574.21","34223655480.76","53.76","53.21","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","COOPEALFARORUIZ","Ventas al servicio de Distribución","","1939045","104509070.95","103435964.34","53.9","53.34","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","COOPEGUANACASTE","Ventas al servicio de Distribución","","20966959","1045351598.8","1034452888.77","49.86","49.34","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","COOPELESCA","Ventas al servicio de Distribución","","17768940","870240849.38","861300521.92","48.98","48.47","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","COOPESANTOS","Ventas al servicio de Distribución","","3592127","247359574.36","244818579.32","68.86","68.15","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","ESPH","Ventas al servicio de Distribución","","30691002","1705401624.95","1687881946.21","55.57","55","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","JASEC","Ventas al servicio de Distribución","","40002476","2156125496.99","2133975337.88","53.9","53.35","IV Trimestre","Generacion","2018 4"
"Diciembre ","2018","TOTAL NACIONAL","Ventas al servicio de Distribución","","114960549","6128988215.43","6065865238.44","53.31","52.76","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","CNFL","Alumbrado Público","","7352806.86","467703008.89","467703008.89","63.61","63.61","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPEALFARORUIZ","Alumbrado Público","","50574.11","2898908.2","2898908.2","57.32","57.32","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPEGUANACASTE","Alumbrado Público","","604491.62","37133920.22","37133920.22","61.43","61.43","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPELESCA","Alumbrado Público","","709447.39","43923934.95","43923934.95","61.91","61.91","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPESANTOS","Alumbrado Público","","264915.94","14943001.45","14943001.45","56.41","56.41","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ESPH","Alumbrado Público","","792095.73","48539626.58","48539626.58","61.28","61.28","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ICE","Alumbrado Público","","10459404","647938182.02","647938182.02","61.95","61.95","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","JASEC","Alumbrado Público","","1102784.15","69904417.9","69904417.9","63.39","63.39","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Alumbrado Público","","21336519.81","1332985000.2","1332985000.2","62.47","62.47","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","CNFL","Comercios y servicios","70264","97291545.3","11143744031","11078788545","114.54","113.87","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPEALFARORUIZ","Comercios y servicios","602","331722","33632492","33503911","101.39","101","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPEGUANACASTE","Comercios y servicios","12216","14994766.6","1334779482","1330871742","89.02","88.76","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPELESCA","Comercios y servicios","11800","13759366.1","1265850810","1265043635","92","91.94","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPESANTOS","Comercios y servicios","3778","1559237","249841964","249282750","160.23","159.87","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ESPH","Comercios y servicios","10747","14999211","1252488935","1247547687","83.5","83.17","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ICE","Comercios y servicios","89071","69757460","7883602965","7832349013","113.01","112.28","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","JASEC","Comercios y servicios","12667","12106830","1168210602","1163938426","96.49","96.14","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Comercios y servicios","211145","224800138","24332151281","24201325709","108.24","107.66","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","CNFL","Industrial","1474","6082915","740870039","736553650","121.8","121.09","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPEALFARORUIZ","Industrial","718","482464","60150198","59951916","124.67","124.26","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPEGUANACASTE","Industrial","234","582436.1","57412043","57243935","98.57","98.28","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPELESCA","Industrial","1756","3830995.5","361561203","361329400","94.38","94.32","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPESANTOS","Industrial","227","145725","24985622","24928711","171.46","171.07","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ESPH","Industrial","367","8257333","613826209","611418790","74.34","74.05","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ICE","Industrial","3563","10397050","1228185844","1220193236","118.13","117.36","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","JASEC","Industrial","380","4155571","366898052","365718923","88.29","88.01","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Industrial","8719","33934489.6","3453889210","3437338561","101.78","101.29","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","CNFL","Media tensión a","290","56731972","4791413507","4763663595","84.46","83.97","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPELESCA","Media tensión a","9","5825848.8","487395794","487120764","83.66","83.61","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPESANTOS","Media tensión a","7","849033","78822241","78643163","92.84","92.63","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ESPH","Media tensión a","9","2684615.5","199293049","198532140","74.24","73.95","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ICE","Media tensión a","662","95892730","7398964383","7350813572","77.16","76.66","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","JASEC","Media tensión a","32","12177345","847603766","843874309","69.6","69.3","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Media tensión a","1009","174161544.3","13803492740","13722647543","79.26","78.79","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ICE","Media tensión b","1","5590850","375347342","373319944","67.14","66.77","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Media tensión b","1","5590850","375347342","373319944","67.14","66.77","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","CNFL","Preferencial","2601","9242409","625597094","622000790","67.69","67.3","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPESANTOS","Preferencial","439","107019","14569769","14536532","136.14","135.83","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ESPH","Preferencial","708","2521866","164982770","164349999","65.42","65.17","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ICE","Preferencial","6836","12371036","804870695","799662433","65.06","64.64","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","JASEC","Preferencial","639","1102874","70998599","70748195","64.38","64.15","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Preferencial","11223","25345204","1681018927","1671297949","66.32","65.94","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","CNFL","Promocional","40","1068923","93625741","93074415","87.59","87.07","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Promocional","40","1068923","93625741","93074415","87.59","87.07","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","CNFL","Residencial","485537","114209940","9840017045","9782991010","86.16","85.66","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPEALFARORUIZ","Residencial","6085","1220983","101344972","100837098","83","82.59","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPEGUANACASTE","Residencial","66073","16916907.8","1298461574","1294664246","76.76","76.53","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPELESCA","Residencial","83687","14726719.7","1132636719","1132021502","76.91","76.87","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","COOPESANTOS","Residencial","41469","5903359","538828756","537579235","91.27","91.06","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ESPH","Residencial","74859","18981718","1430485891","1425067583","75.36","75.08","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","ICE","Residencial","685624","125993337","11552657652","11477321637","91.69","91.09","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","JASEC","Residencial","85088","20294190","1590003844","1583012006","78.35","78","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Residencial","1528422","318247154.5","27484436453","27333494317","86.36","85.89","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","CNFL","Residencial horaria","6848","3275811","281338446","279717860","85.88","85.39","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Residencial horaria","6848","3275811","281338446","279717860","85.88","85.39","IV Trimestre","Distribucion","2018 4"
"Noviembre ","2018","Usuarios Directos","Usuarios Directos","11","18584964","688683070","680848183","37.06","36.63","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","CNFL","Ventas a ICE distribución y a la CNFL","","282677735","15527171310.29","15367223263.25","54.93","54.36","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","ICE","Ventas a ICE distribución y a la CNFL","","356436047","19008295267.4","18812518626.42","53.33","52.78","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL","","639113782","34535466577.69","34179741889.67","54.04","53.48","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","COOPEALFARORUIZ","Ventas al servicio de Distribución","","1634043","90216360.61","89290160.42","55.21","54.64","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","COOPEGUANACASTE","Ventas al servicio de Distribución","","12110401","684555238.38","677518351.64","56.53","55.95","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","COOPELESCA","Ventas al servicio de Distribución","","7827862","413268579.36","409022455.7","52.79","52.25","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","COOPESANTOS","Ventas al servicio de Distribución","","3082608","216725408.81","214499810.22","70.31","69.58","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","ESPH","Ventas al servicio de Distribución","","24468380","1409215131.16","1394744418.11","57.59","57","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","JASEC","Ventas al servicio de Distribución","","37589412","2062482901.18","2041298146.8","54.87","54.31","IV Trimestre","Generacion","2018 4"
"Noviembre ","2018","TOTAL NACIONAL","Ventas al servicio de Distribución","","86712706","4876463619.5","4826373342.89","56.24","55.66","IV Trimestre","Generacion","2018 4"
"Octubre   ","2018","CNFL","Alumbrado Público","","7593924.49","481540977.8","481540977.8","63.41","63.41","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPEALFARORUIZ","Alumbrado Público","","51926.97","2990258.95","2990258.95","57.59","57.59","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPEGUANACASTE","Alumbrado Público","","683098.52","43308446.17","43308446.17","63.4","63.4","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPELESCA","Alumbrado Público","","731121.89","45305055.47","45305055.47","61.97","61.97","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPESANTOS","Alumbrado Público","","264915.94","15117563.18","15117563.18","57.07","57.07","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ESPH","Alumbrado Público","","817734.75","50110785.6","50110785.6","61.28","61.28","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ICE","Alumbrado Público","","10784134.92","665149734.71","665149734.71","61.68","61.68","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","JASEC","Alumbrado Público","","1134887.43","71939413.31","71939413.31","63.39","63.39","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Alumbrado Público","","22061744.91","1375462235.2","1375462235.2","62.35","62.35","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","CNFL","Comercios y servicios","70200","95992518.34","11057886585","11070711100","115.2","115.33","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPEALFARORUIZ","Comercios y servicios","597","316821","33100855","32974602","104.48","104.08","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPEGUANACASTE","Comercios y servicios","12140","15187672.93","1353788908","1354914515","89.14","89.21","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPELESCA","Comercios y servicios","11786","13495241.2","1244925896","1245496276","92.25","92.29","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPESANTOS","Comercios y servicios","3771","1554535","246214938","246255500","158.38","158.41","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ESPH","Comercios y servicios","10718","14473083","1205411000","1208486160","83.29","83.5","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ICE","Comercios y servicios","89082","67193482","7588096740","7590192340","112.93","112.96","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","JASEC","Comercios y servicios","12631","11582454","1147143796","1142468232","99.04","98.64","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Comercios y servicios","210925","219795807.47","23876568718","23891498725","108.63","108.7","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","CNFL","Industrial","1475","5696528","710732812","711331865","124.77","124.87","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPEALFARORUIZ","Industrial","718","532236","53425164","53243157","100.38","100.04","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPEGUANACASTE","Industrial","236","845481.49","87963121","88219070","104.04","104.34","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPELESCA","Industrial","1758","3783433.59","359367291","359513049","94.98","95.02","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPESANTOS","Industrial","228","144191","23429470","23425214","162.49","162.46","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ESPH","Industrial","366","8158048","597632210","599673869","73.26","73.51","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ICE","Industrial","3565","10519991","1253187909","1252090128","119.12","119.02","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","JASEC","Industrial","384","3676269","343127244","341631703","93.34","92.93","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Industrial","8730","33356178.08","3428865221","3429128055","102.8","102.8","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","CNFL","Media tensión a","291","58484920","4858044893","4829909750","83.06","82.58","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPELESCA","Media tensión a","9","5368831.2","446115697","446327668","83.09","83.13","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPESANTOS","Media tensión a","6","551449","53674400","53552307","97.33","97.11","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ESPH","Media tensión a","9","2690652.6","196445921","195728667","73.01","72.74","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ICE","Media tensión a","661","96865285","7435123801","7399127065","76.76","76.39","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","JASEC","Media tensión a","32","12741523","869588204","865762018","68.25","67.95","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Media tensión a","1008","176702660.8","13858992916","13790407475","78.43","78.04","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ICE","Media tensión b","1","5481684","370841527","368847169","67.65","67.29","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Media tensión b","1","5481684","370841527","368847169","67.65","67.29","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","CNFL","Preferencial","2590","8959855","613881872","613794025","68.51","68.5","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPESANTOS","Preferencial","439","109809","14962794","14971354","136.26","136.34","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ESPH","Preferencial","704","2474566","161251514","161758612","65.16","65.37","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ICE","Preferencial","6841","12480345","813588020","811833400","65.19","65.05","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","JASEC","Preferencial","643","989318","66700596","66421807","67.42","67.14","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Preferencial","11217","25013893","1670384796","1668779198","66.78","66.71","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","CNFL","Promocional","40","939420","81997024","81513525","87.28","86.77","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Promocional","40","939420","81997024","81513525","87.28","86.77","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","CNFL","Residencial","484359","114478049","9863767923","9867267045","86.16","86.19","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPEALFARORUIZ","Residencial","6070","1356519","112617379","112058422","83.02","82.61","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPEGUANACASTE","Residencial","65940","17247147.07","1329942020","1331245813","77.11","77.19","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPELESCA","Residencial","83438","14710125.7","1130809270","1131420739","76.87","76.91","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","COOPESANTOS","Residencial","41367","5788487","526468645","526939576","90.95","91.03","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ESPH","Residencial","74692","18806675","1415736211","1417324542","75.28","75.36","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","ICE","Residencial","684199","122999900","11229307985","11237391438","91.3","91.36","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","JASEC","Residencial","84971","20634883","1629452520","1623351182","78.97","78.67","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Residencial","1525036","316021785.77","27238101953","27246998757","86.19","86.22","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","CNFL","Residencial horaria","6836","3250603","279254639","279216280","85.91","85.9","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Residencial horaria","6836","3250603","279254639","279216280","85.91","85.9","IV Trimestre","Distribucion","2018 4"
"Octubre   ","2018","Usuarios Directos","Usuarios Directos","11","20582930","784294259","775407622","38.1","37.67","IV Trimestre","Generacion","2018 4"
"Octubre   ","2018","CNFL","Ventas a ICE distribución y a la CNFL","","280414059","15381191658.27","15222738665.23","54.85","54.29","IV Trimestre","Generacion","2018 4"
"Octubre   ","2018","ICE","Ventas a ICE distribución y a la CNFL","","350144627","18563223204.67","18372030399.12","53.02","52.47","IV Trimestre","Generacion","2018 4"
"Octubre   ","2018","TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL","","630558686","33944414862.94","33594769064.35","53.83","53.28","IV Trimestre","Generacion","2018 4"
"Octubre   ","2018","COOPEALFARORUIZ","Ventas al servicio de Distribución","","1774563","98907896.16","97892374.22","55.74","55.16","IV Trimestre","Generacion","2018 4"
"Octubre   ","2018","COOPEGUANACASTE","Ventas al servicio de Distribución","","14302974","721328147.49","713914097.94","50.43","49.91","IV Trimestre","Generacion","2018 4"
