"Mes","Año","Empresa","Tarifa","Abonados","Ventas","Ingreso sin CVG","Ingreso con CVG","Precio Medio sin CVG","Precio Medio con CVG","Trimestre","Sistema","Trimestral"
"Diciembre ","2020","CNFL","Industrial","1437","5358093","695616971","659707590","129.83","123.12","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPEALFARORUIZ","Industrial","721","526388","55997182","53755090","106.38","102.12","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPEGUANACASTE","Industrial","231","469385.39","53598462","52848547","114.19","112.59","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPELESCA","Industrial","1720","3872127.01","364057942","346263714","94.02","89.42","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPESANTOS","Industrial","216","212674","36884958","36515566","173.43","171.7","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ESPH","Industrial","351","4431076","346222407","332455028","78.14","75.03","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ICE","Industrial","3360","9230924","1125107987","1063896261","121.88","115.25","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","JASEC","Industrial","359","3503448","316106849","299764073","90.23","85.56","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","TOTAL NACIONAL","Industrial","8395","27604115.4","2993592758","2845205869","108.45","103.07","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","CNFL","Media tensión a","273","31429306","2859965980","2712415270","91","86.3","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPELESCA","Media tensión a","9","6011160","493058856","468974116","82.02","78.02","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPESANTOS","Media tensión a","7","1165303","116815531","115647300","100.24","99.24","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ESPH","Media tensión a","6","1477437","109639419","105280912","74.21","71.26","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ICE","Media tensión a","622","55233806","4545323061","4298219855","82.29","77.82","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","JASEC","Media tensión a","30","6928945","523036162","495995192","75.49","71.58","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","TOTAL NACIONAL","Media tensión a","947","102245957","8647839009","8196532645","84.58","80.16","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","CNFL","Media tensión b","35","19325040","1327259158","1258785740","68.68","65.14","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","JASEC","Media tensión b","5","4839320","302623617","286977976","62.53","59.3","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ICE","Media tensión b","44","44435173","2677789542","2532117587","60.26","56.98","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ESPH","Media tensión b","5","5036486","308633844","296358705","61.28","58.84","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","TOTAL NACIONAL","Media tensión b","84","68599533","4307672317","4077881303","62.79","59.44","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","CNFL","Preferencial","2942","8447537","588365875","558024215","69.65","66.06","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPESANTOS","Preferencial","447","73398","9965941","9866295","135.78","134.42","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ESPH","Preferencial","815","2790150","185178422","177817348","66.37","63.73","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ICE","Preferencial","6959","11629824","759080483","717789330","65.27","61.72","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","JASEC","Preferencial","655","763445","52099611","49410873","68.24","64.72","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","TOTAL NACIONAL","Preferencial","11818","23704354","1594690332","1512908061","67.27","63.82","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","CNFL","Promocional","44","1200673","119881970","113665060","99.85","94.67","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","TOTAL NACIONAL","Promocional","44","1200673","119881970","113665060","99.85","94.67","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","CNFL","Residencial","502793","117232669","10694435176","10142774685","91.22","86.52","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPEALFARORUIZ","Residencial","6074","1337165","113678346","109119572","85.01","81.61","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPEGUANACASTE","Residencial","69755","17745525.82","1409729636","1389949869","79.44","78.33","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPELESCA","Residencial","89719","15820690.98","1217281357","1157804751","76.94","73.18","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","COOPESANTOS","Residencial","43668","6256298","574288607","568520783","91.79","90.87","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ESPH","Residencial","78695","20165261","1559692888","1497704416","77.35","74.27","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","ICE","Residencial","720281","130997246","12156713658","11494998796","92.8","87.75","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","JASEC","Residencial","87117","21539528","1673490017","1586970817","77.69","73.68","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","TOTAL NACIONAL","Residencial","1598102","331094383.8","29399309685","27947843689","88.79","84.41","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","CNFL","Residencial horaria","6736","3462762","295793580","280540655","85.42","81.02","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","TOTAL NACIONAL","Residencial horaria","6736","3462762","295793580","280540655","85.42","81.02","IV Trimestre","Distribucion","2020 4"
"Diciembre ","2020","Usuarios Directos","Usuarios Directos","14","27417310","1016647811","916905995","37.08","33.44","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","CNFL","Ventas a ICE distribución y a la CNFL","","250409276","13211756041.11","11939929559.81","52.76","47.68","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","ICE","Ventas a ICE distribución y a la CNFL","","363686814.32","18610305798.78","16818731368.9","51.17","46.25","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL","","614096090.32","31822061839.89","28758660928.71","51.82","46.83","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","COOPEALFARORUIZ","Ventas al servicio de Distribución","","1435595","80790437","72874858.9","56.28","50.76","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","COOPEGUANACASTE","Ventas al servicio de Distribución","","2843640","294133939.39","265829074.35","103.44","93.48","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","COOPELESCA","Ventas al servicio de Distribución","","6000","59920939.69","54156597.31","9986.82","9026.1","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","COOPESANTOS","Ventas al servicio de Distribución","","2174935","184320777.13","166590288.3","84.75","76.6","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","ESPH","Ventas al servicio de Distribución","","20534309","1170330812.02","1057725574.05","56.99","51.51","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","JASEC","Ventas al servicio de Distribución","","33442958","1787135769.45","1615185341.79","53.44","48.3","IV Trimestre","Generacion","2020 4"
"Diciembre ","2020","TOTAL NACIONAL","Ventas al servicio de Distribución","","60437437","3576632674.68","3232361734.7","59.18","53.48","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","CNFL","Alumbrado Público","","6789165.04","423327992.56","423327992.56","62.35","62.35","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPEALFARORUIZ","Alumbrado Público","","40856.01","1683676.38","1683676.38","41.21","41.21","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPEGUANACASTE","Alumbrado Público","","684936.56","39020835.82","39020835.82","56.97","56.97","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPELESCA","Alumbrado Público","","762908.46","43021449.88","43021449.88","56.39","56.39","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPESANTOS","Alumbrado Público","","316921","19522333.6","19522333.6","61.6","61.6","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ESPH","Alumbrado Público","","720884.89","40766040.25","40766040.25","56.55","56.55","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ICE","Alumbrado Público","","10714543.2","611075296.53","611075296.53","57.03","57.03","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","JASEC","Alumbrado Público","","1149038.23","71343312.77","71343312.77","62.09","62.09","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Alumbrado Público","","21179253.39","1249760937.78","1249760937.78","59.01","59.01","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","CNFL","Comercios y servicios","70333","79477007.45","9671152089","9171739900","121.68","115.4","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPEALFARORUIZ","Comercios y servicios","981","342966","37015961","35535501","107.93","103.61","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPEGUANACASTE","Comercios y servicios","13466","14410504","1332174444","1313514517","92.44","91.15","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPELESCA","Comercios y servicios","12560","13009462.55","1199109058","1140879278","92.17","87.7","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPESANTOS","Comercios y servicios","3780","1562995","252538738","250010167","161.57","159.96","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ESPH","Comercios y servicios","10982","13517772","1168323634","1122616339","86.43","83.05","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ICE","Comercios y servicios","91875","64299431","7319409820","6921264804","113.83","107.64","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","JASEC","Comercios y servicios","14282","11517920","1125762657","1069205047","97.74","92.83","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Comercios y servicios","218259","198138058","22105486401","21024765553","111.57","106.11","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","CNFL","Industrial","1440","5239048","684358938","649025145","130.63","123.88","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPEALFARORUIZ","Industrial","737","498505","54380082","52201667","109.09","104.72","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPEGUANACASTE","Industrial","230","462499.94","51834791","51102542","112.08","110.49","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPELESCA","Industrial","1725","3841150.86","362282799","344658492","94.32","89.73","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPESANTOS","Industrial","216","157262","26553203","26287281","168.85","167.16","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ESPH","Industrial","353","4313919","341584529","328342389","79.18","76.11","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ICE","Industrial","3363","9560271","1168924206","1105328650","122.27","115.62","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","JASEC","Industrial","360","3458345","312371194","296265558","90.32","85.67","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Industrial","8424","27531000.8","3002289742","2853211724","109.05","103.64","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","CNFL","Media tensión a","279","32216055","2914136851","2763791755","90.46","85.79","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPELESCA","Media tensión a","9","5660280","465948037","443353581","82.32","78.33","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPESANTOS","Media tensión a","7","604328","66937670","66268307","110.76","109.66","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ESPH","Media tensión a","6","1486526","107255711","102991969","72.15","69.28","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ICE","Media tensión a","633","55521747","4528458801","4282273883","81.56","77.13","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","JASEC","Media tensión a","30","7688885","552224446","523674442","71.82","68.11","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Media tensión a","964","103177821","8634961516","8182353937","83.69","79.3","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","CNFL","Media tensión b","30","20689486","1378596302","1307475260","66.63","63.2","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","JASEC","Media tensión b","5","5645760","342656267","324940938","60.69","57.55","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ICE","Media tensión b","42","45402309","2717409224","2569581961","59.85","56.6","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ESPH","Media tensión b","5","5280763","321644323","308521730","60.91","58.42","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Media tensión b","77","71737555","4438661793","4201998159","61.87","58.57","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","CNFL","Preferencial","2920","8381820","586005562","555788890","69.91","66.31","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPESANTOS","Preferencial","446","74936","10189087","10087208","135.97","134.61","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ESPH","Preferencial","811","2989621","195969483","188345684","65.55","63","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ICE","Preferencial","6967","11775461","767003279","725281219","65.14","61.59","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","JASEC","Preferencial","657","803144","50619618","48048035","63.03","59.82","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Preferencial","11801","24024982","1609787029","1527551036","67","63.58","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","CNFL","Promocional","44","1165845","104328190","98908435","89.49","84.84","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Promocional","44","1165845","104328190","98908435","89.49","84.84","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","CNFL","Residencial","502379","120587380","11054503537","10484335630","91.67","86.94","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPEALFARORUIZ","Residencial","6053","1298224","110105991","105687302","84.81","81.41","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPEGUANACASTE","Residencial","69650","19181815.7","1538733207","1517147662","80.22","79.09","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPELESCA","Residencial","89496","16012195.45","1233834754","1174025812","77.06","73.32","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","COOPESANTOS","Residencial","43493","6573263","607889045","601784090","92.48","91.55","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ESPH","Residencial","78565","20250701","1567346858","1505053488","77.4","74.32","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","ICE","Residencial","718359","134694915","12551943554","11868766104","93.19","88.12","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","JASEC","Residencial","86951","21231800","1647511987","1567459605","77.6","73.83","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Residencial","1594946","339830294.15","30311868933","28824259693","89.2","84.82","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","CNFL","Residencial horaria","6704","3497080","300722012","285203440","85.99","81.55","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Residencial horaria","6704","3497080","300722012","285203440","85.99","81.55","IV Trimestre","Distribucion","2020 4"
"Noviembre ","2020","Usuarios Directos","Usuarios Directos","14","26534760","960124694","865957532","36.18","32.63","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","CNFL","Ventas a ICE distribución y a la CNFL","","243243076","12971293655.98","11722631606.34","53.33","48.19","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","ICE","Ventas a ICE distribución y a la CNFL","","350821307.51","18069833036.41","16330297576.25","51.51","46.55","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Ventas a ICE distribución y a la CNFL","","594064383.51","31041126692.39","28052929182.59","52.25","47.22","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","COOPEALFARORUIZ","Ventas al servicio de Distribución","","1521606","82838975.01","74516079.1","54.44","48.97","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","COOPEGUANACASTE","Ventas al servicio de Distribución","","8463276","569820489.84","514995879.21","67.33","60.85","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","COOPELESCA","Ventas al servicio de Distribución","","3934400","221486515.88","200173319.55","56.29","50.88","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","COOPESANTOS","Ventas al servicio de Distribución","","5093368","288483025.7","259246500.24","56.64","50.9","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","ESPH","Ventas al servicio de Distribución","","17482012","1053839377.59","952456763.73","60.28","54.48","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","JASEC","Ventas al servicio de Distribución","","34866816","1872489405.53","1692325890.56","53.7","48.54","IV Trimestre","Generacion","2020 4"
"Noviembre ","2020","TOTAL NACIONAL","Ventas al servicio de Distribución","","71361478","4088957789.54","3693714432.39","57.3","51.76","IV Trimestre","Generacion","2020 4"
"Octubre   ","2020","CNFL","Alumbrado Público","","7036586.75","437294271.5","437294271.5","62.15","62.15","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPEALFARORUIZ","Alumbrado Público","","41051.23","1836221.5","1836221.5","44.73","44.73","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPEGUANACASTE","Alumbrado Público","","626280.08","35679176.15","35679176.15","56.97","56.97","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPELESCA","Alumbrado Público","","787151.44","44389477.8","44389477.8","56.39","56.39","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPESANTOS","Alumbrado Público","","331799","20438818.4","20438818.4","61.6","61.6","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ESPH","Alumbrado Público","","772233.08","43669780.45","43669780.45","56.55","56.55","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ICE","Alumbrado Público","","11060999.64","628196536.12","628196536.12","56.79","56.79","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","JASEC","Alumbrado Público","","1187602.83","73737772.66","73737772.66","62.09","62.09","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","TOTAL NACIONAL","Alumbrado Público","","21843704.04","1285242054.58","1285242054.58","58.84","58.84","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","CNFL","Comercios y servicios","70282","77625585.75","9471463406","9236454085","122.01","118.99","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPEALFARORUIZ","Comercios y servicios","991","328279","35094517","33687190","106.9","102.62","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPEGUANACASTE","Comercios y servicios","13396","13126986.49","1219082062","1211276370","92.87","92.27","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPELESCA","Comercios y servicios","12531","12318110.29","1144431123","1121856409","92.91","91.07","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPESANTOS","Comercios y servicios","3775","1541068","247007338","246062628","160.28","159.67","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ESPH","Comercios y servicios","10964","13454568","1131635180","1120672452","84.11","83.29","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ICE","Comercios y servicios","91612","61362810","7037099301","6836763829","114.68","111.42","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","JASEC","Comercios y servicios","14230","11671122","1132087105","1101439771","97","94.37","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","TOTAL NACIONAL","Comercios y servicios","217781","191428529.53","21417900032","20908212734","111.88","109.22","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","CNFL","Industrial","1439","4950394","654504489","637181065","132.21","128.71","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPEALFARORUIZ","Industrial","737","496639","53882712","51727650","108.49","104.16","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPEGUANACASTE","Industrial","233","423684.96","47463070","47312454","112.02","111.67","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPELESCA","Industrial","1725","3686561.61","351132321","343490352","95.25","93.17","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPESANTOS","Industrial","215","130837","21198959","21087194","162.03","161.17","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ESPH","Industrial","356","4701455","351233267","348968267","74.71","74.23","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ICE","Industrial","3373","9024752","1113044986","1076295476","123.33","119.26","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","JASEC","Industrial","358","3517141","317477001","305783364","90.27","86.94","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","TOTAL NACIONAL","Industrial","8436","26931464.57","2909936805","2831845822","108.05","105.15","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","CNFL","Media tensión a","280","33218279","2952319567","2800342030","88.88","84.3","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPELESCA","Media tensión a","9","4492680","388118947","380904119","86.39","84.78","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPESANTOS","Media tensión a","7","625496","60808083","60200028","97.22","96.24","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ESPH","Media tensión a","6","1370256","99144804","98583951","72.35","71.95","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ICE","Media tensión a","643","54534996","4487021362","4289507302","82.28","78.66","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","JASEC","Media tensión a","30","7312365","525960224","498768081","71.93","68.21","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","TOTAL NACIONAL","Media tensión a","975","101554072","8513372987","8128305511","83.83","80.04","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","CNFL","Media tensión b","29","21598623","1423444088","1350009260","65.9","62.5","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","JASEC","Media tensión b","5","5943785","357066304","338605976","60.07","56.97","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ICE","Media tensión b","39","43599542","2629746169","2488553980","60.32","57.08","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ESPH","Media tensión b","4","4915064","285101485","283484459","58.01","57.68","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","TOTAL NACIONAL","Media tensión b","73","71141950","4410256561","4177169216","61.99","58.72","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","CNFL","Preferencial","2934","8208408","576398502","560239315","70.22","68.25","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPESANTOS","Preferencial","445","74409","10155761","10127069","136.49","136.1","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ESPH","Preferencial","802","2926923","187036798","185634208","63.9","63.42","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ICE","Preferencial","6986","11518305","750256244","721051876","65.14","62.6","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","JASEC","Preferencial","656","824129","52072626","50403053","63.19","61.16","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","TOTAL NACIONAL","Preferencial","11823","23552174","1575919931","1527455521","66.91","64.85","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","CNFL","Promocional","44","1182813","109008812","103349185","92.16","87.38","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","TOTAL NACIONAL","Promocional","44","1182813","109008812","103349185","92.16","87.38","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","CNFL","Residencial","501945","120038738","10992222188","10697248615","91.57","89.11","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPEALFARORUIZ","Residencial","6023","1237723","104596121","100399120","84.51","81.12","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPEGUANACASTE","Residencial","69491","17472470.2","1389593474","1381376352","79.53","79.06","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPELESCA","Residencial","89245","15996767.85","1232010770","1208530714","77.02","75.55","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","COOPESANTOS","Residencial","43354","6439828","594028709","592867451","92.24","92.06","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ESPH","Residencial","78412","19941104","1503225165","1479171507","75.38","74.18","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","ICE","Residencial","716727","130916834","12121852459","11797021149","92.59","90.11","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","JASEC","Residencial","86768","21209993","1645679618","1624470954","77.59","76.59","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","TOTAL NACIONAL","Residencial","1591965","333253458.05","29583208504","28881085862","88.77","86.66","IV Trimestre","Distribucion","2020 4"
"Octubre   ","2020","CNFL","Residencial horaria","6682","3417703","294684352","286974595","86.22","83.97","IV Trimestre","Distribucion","2020 4"
