id_Mes,mes,anho,empresa,tipoTarifa,descripcionTarifa,bloque,tarifaPromedio
7,Julio,2024,COOPEGUANACASTE,T-RE,RESIDENCIAL,b. Bloque 31-200 kWh,74.05
7,Julio,2024,COOPEGUANACASTE,T-RE,RESIDENCIAL,a. Bloque 0-30 kWh,2221.5
7,Julio,2024,COOPELESCA,T-MT69,TARIFA MEDIA TENSIÓN INTERCONECTADOS A BARRA DE 69 KV (T-MT69),f. Energía Noche (Mínimo),28.08
7,Julio,2024,COOPELESCA,T-MT69,TARIFA MEDIA TENSIÓN INTERCONECTADOS A BARRA DE 69 KV (T-MT69),i. Potencia Valle (Máxima),1826.93
7,Julio,2024,COOPELESCA,T-MT69,TARIFA MEDIA TENSIÓN INTERCONECTADOS A BARRA DE 69 KV (T-MT69),e. Energía Noche (Máxima),29.64
7,Julio,2024,COOPELESCA,T-MT69,TARIFA MEDIA TENSIÓN INTERCONECTADOS A BARRA DE 69 KV (T-MT69),g. Potencia Punta (Máxima),2557.71
7,Julio,2024,COOPELESCA,T-MT69,TARIFA MEDIA TENSIÓN INTERCONECTADOS A BARRA DE 69 KV (T-MT69),h. Potencia Punta (Mínimo),2422.41
7,Julio,2024,COOPEALFARORUIZ,T-RE,RESIDENCIAL,c. Bloque mayor a 200 kWh,100.81
7,Julio,2024,COOPEALFARORUIZ,T-RE,RESIDENCIAL,b. Bloque 31-200 kWh,77.55
7,Julio,2024,COOPEALFARORUIZ,T-CO,COMERCIOS Y SERVICIOS,a. Consumo de Energía menor o igual a 3000 kWh,108.56
7,Julio,2024,COOPEALFARORUIZ,T-CO,COMERCIOS Y SERVICIOS,b. Bloque 0-3000 kWh,197730.0
