numeroExpediente,numeroResolucion,fechaPublicacion,alcanceGaceta,numeroGaceta,producto,tipoCambio,precioReferenciaInternacional,precioColonizado,otrosIngresosProrrateados,asigCruzPesc,asigCruzMinae,subCruzPesc,subCruzMinae,diferencialPrecios,impuestoUnico,canon,margenOperacion,rendTarif,precioPlantelSinImpuesto,precioConImpuesto,margenEstacionesTerrestres,margenEstacionesAereas,fleteEstaciones,margenEnvasador,margenDistribuidos,margenDetallista,rige,precioConsumidorFinalGas,precioFinal,precioFinalSinPuntoFijo
ET-075-2020,RE-0111-IE-2020,2020-11-06,297,267,Nafta Pesada,603.85545,44.4487,168.82253,-0.05,0.0,0.0,0.0,0.0,0.0,36.25,0.16622,27.01922,10.49639,206.45436,242.70436,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,246.45036
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Gasolina RON 95,603.85545,53.445,202.99178,-0.04978,0.27277,12.6575,0.0,0.0,-16.79889,261.25,0.16622,36.41072,10.96775,246.61807,507.86807,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,571.0,511.61407
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Gasolina RON 91,603.85545,50.80664,192.9709,-0.04978,0.26749,12.6575,0.0,0.0,-19.36037,249.5,0.16622,35.89161,11.17091,233.7145,483.2145,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,546.0,486.9605
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Gasolina RON 91 pescadores,603.85545,50.80664,192.9709,0.0,0.0,0.0,-33.26234,0.0,0.0,0.0,0.0,35.89161,0.0,195.60017,195.60017,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Diésel para uso automotriz de 50 ppm de azufre,603.85545,46.45234,176.43264,-0.04978,0.23029,12.6575,0.0,0.0,-6.89578,147.25,0.16622,36.07978,11.64117,230.26206,377.51206,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,440.0,381.25806
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Diésel para uso automotriz de 50 ppm de azufre pescadores,603.85545,46.45234,176.43264,0.0,0.0,0.0,-30.5557,0.0,0.0,0.0,0.0,36.07978,0.0,181.95672,181.95672,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Diésel marino,603.85545,52.9591,201.14628,-0.05,0.0,0.0,0.0,0.0,0.0,147.25,0.16622,36.07978,11.64117,248.98346,396.23346,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Keroseno,603.85545,43.02938,163.43177,-0.04978,0.25935,12.6575,0.0,0.0,0.0,71.25,0.16622,34.38837,10.27155,221.12498,292.37498,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,355.0,296.12098
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Búnker,603.85545,36.26273,137.73105,-0.04978,0.24981,0.0,0.0,-54.00196,-0.21231,24.0,0.16622,62.8675,13.45453,160.20506,184.20506,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,187.95106
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Búnker Térmico ICE,603.85545,39.54891,150.21242,-0.04978,0.0,0.0,0.0,-8.79501,0.0,24.0,0.16622,32.24927,3.18579,176.96892,200.96892,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,IFO 380,603.85545,40.82386,155.0549,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.16622,53.65915,12.71582,221.54608,221.54608,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Asfalto,603.85545,41.41905,157.31551,-0.04978,0.17069,0.0,0.0,-73.5845,-9.73434,50.75,0.16622,95.15802,16.20369,185.64551,236.39551,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,240.14151
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Asfalto AC-10,603.85545,47.73905,181.31978,-0.04978,0.0,0.0,0.0,0.0,0.0,50.75,0.16622,121.45648,16.20369,319.09639,369.84639,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,373.59239
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Diésel pesado o gasoleo,603.85545,39.18069,148.81388,-0.04978,0.22948,12.6575,0.0,0.0,0.0,48.75,0.16622,32.44453,6.06744,200.32927,249.07927,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,252.82527
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Emulsión asfáltica rápida (RR),603.85545,26.45316,100.47289,-0.04978,0.36313,0.0,0.0,-55.61758,0.0,38.25,0.16622,59.58368,13.78254,118.70111,156.95111,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,160.69711
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Emulsión asfáltica lenta (RL),603.85545,26.92238,102.25508,-0.04978,0.30406,0.0,0.0,-48.51164,0.0,38.25,0.16622,52.86014,13.78254,120.80663,159.05663,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,162.80263
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,LPG (70-30),603.85545,22.59457,85.81741,-0.04978,0.27668,0.0,0.0,-48.97461,0.7263,50.75,0.16622,51.00826,10.56085,99.53135,150.28135,52.33691,0.0,0.0,53.036,55.349,63.646,True,322.31235,256.0,0.0
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,LPG (rico en propano),603.85545,21.16705,80.39548,-0.05,0.0,0.0,0.0,-51.71952,0.0,50.75,0.16622,50.8032,10.56085,90.15624,140.90624,0.0,0.0,0.0,53.036,55.349,63.646,True,312.93724,0.0,0.0
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Av-Gas,603.85545,88.4268,335.85768,-0.04978,0.26414,12.6575,0.0,0.0,-22.01938,249.5,0.16622,225.81207,30.22393,582.91238,832.41238,0.0,16.0133,0.0,0.0,0.0,0.0,True,0.0,848.0,0.0
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Jet fuel A-1,603.85545,43.02938,163.43177,-0.04978,0.18285,0.0,0.0,0.0,7.53237,149.5,0.16622,63.41244,14.0654,248.74128,398.24128,0.0,16.0133,0.0,0.0,0.0,0.0,True,0.0,414.0,0.0
ET-069-2020,RE-0094-IE-2020,2020-10-28,283,259,Nafta Pesada,603.85545,44.4487,168.82253,-0.05,0.0,0.0,0.0,0.0,0.0,36.0,0.16622,27.01922,10.49639,206.45436,242.45436,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,246.20036
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Gasolina RON 95,598.47727,52.5392,197.77414,-0.04978,0.20075,16.92051,0.0,0.0,21.30489,261.25,0.16622,36.41072,10.96775,283.69521,544.94521,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,608.0,548.69121
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Gasolina RON 91,598.47727,50.0786,188.51166,-0.04978,0.20244,16.92051,0.0,0.0,13.03471,249.5,0.16622,35.89161,11.17091,265.84829,515.34829,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,578.0,519.09429
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Gasolina RON 91 pescadores,598.47727,50.0786,188.51166,0.0,0.0,0.0,-26.58208,0.0,0.0,0.0,0.0,35.89161,0.0,197.8212,197.8212,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Diésel para uso automotriz de 50 ppm de azufre,598.47727,47.5227,178.89045,-0.04978,0.21529,16.92051,0.0,0.0,33.38493,147.25,0.16622,36.07978,11.64117,277.24857,424.49857,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,487.0,428.24457
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Diésel para uso automotriz de 50 ppm de azufre pescadores,598.47727,47.5227,178.89045,0.0,0.0,0.0,-29.13851,0.0,0.0,0.0,0.0,36.07978,0.0,185.83173,185.83173,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Diésel marino,598.47727,55.0571,207.25231,-0.05,0.0,0.0,0.0,0.0,0.0,147.25,0.16622,36.07978,11.64117,255.08949,402.33949,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Keroseno,598.47727,45.2329,170.27092,-0.04978,0.25748,16.92051,0.0,0.0,0.0,71.25,0.16622,34.38837,10.27155,232.22527,303.47527,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,366.0,307.22127
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Búnker,598.47727,37.409,140.81929,-0.04978,0.18219,0.0,0.0,-123.31596,69.67323,24.0,0.16622,62.8675,13.45453,163.79722,187.79722,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,191.54322
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Búnker Térmico ICE,598.47727,40.66986,153.09421,-0.04978,0.0,0.0,0.0,-8.2817,0.0,24.0,0.16622,32.24927,3.18579,180.36402,204.36402,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,IFO 380,598.47727,41.8439,157.51365,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.16622,53.65915,12.71582,224.00484,224.00484,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Asfalto,598.47727,43.71102,164.54207,-0.04978,0.15455,0.0,0.0,-84.12901,2.1277,50.75,0.16622,95.15802,16.20369,194.17346,244.92346,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,248.66946
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Asfalto AC-10,598.47727,50.03102,188.33254,-0.04978,0.0,0.0,0.0,0.0,0.0,50.75,0.16622,121.45648,16.20369,326.10916,376.85916,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,380.60516
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Diésel pesado o gasoleo,598.47727,39.3895,148.27452,-0.04978,0.15975,16.92051,0.0,0.0,0.0,48.75,0.16622,32.44453,6.06744,203.98319,252.73319,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,256.47919
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Emulsión asfáltica rápida (RR),598.47727,27.9668,105.27586,-0.04978,0.19278,0.0,0.0,-54.57586,0.0,38.25,0.16622,59.58368,13.78254,124.37545,162.62545,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,166.37145
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Emulsión asfáltica lenta (RL),598.47727,28.41216,106.95234,-0.04978,0.18963,0.0,0.0,-47.54502,0.0,38.25,0.16622,52.86014,13.78254,126.35609,164.60609,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,168.35209
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,LPG (70-30),598.47727,22.1842,83.50833,-0.04978,0.21138,0.0,0.0,-58.79455,10.24255,50.75,0.16622,51.00826,10.56085,96.85327,147.60327,52.33691,0.0,0.0,53.036,55.349,63.646,True,319.63427,252.0,0.0
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,LPG (rico en propano),598.47727,20.7429,78.08283,-0.05,0.0,0.0,0.0,-52.00029,0.0,50.75,0.16622,50.8032,10.56085,87.56281,138.31281,0.0,0.0,0.0,53.036,55.349,63.646,True,310.34381,0.0,0.0
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Av-Gas,598.47727,90.29246,339.88934,-0.04978,0.19538,16.92051,0.0,0.0,-9.34305,249.5,0.16622,225.81207,30.22393,603.81461,853.31461,0.0,16.0133,0.0,0.0,0.0,0.0,True,0.0,869.0,0.0
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Jet fuel A-1,598.47727,45.2329,170.27092,-0.04978,0.11466,0.0,0.0,0.0,30.8976,149.5,0.16622,63.41244,14.0654,278.87746,428.37746,0.0,16.0133,0.0,0.0,0.0,0.0,True,0.0,444.0,0.0
ET-062-2020,RE-0087-IE-2020,2020-09-30,258,240,Nafta Pesada,598.47727,45.9192,172.85437,-0.05,0.0,0.0,0.0,0.0,0.0,36.0,0.16622,27.01922,10.49639,210.4862,246.4862,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,250.2322
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Gasolina RON 95,594.14636,50.76436,189.71024,-0.04978,0.18623,16.5044,0.0,0.0,21.30489,261.25,0.16622,36.41072,10.96775,275.20067,536.45067,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,599.0,540.19667
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Gasolina RON 91,594.14636,48.49564,181.23184,-0.04978,0.18565,16.5044,0.0,0.0,13.03471,249.5,0.16622,35.89161,11.17091,258.13557,507.63557,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,570.0,511.38157
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Gasolina RON 91 pescadores,594.14636,48.49564,181.23184,0.0,0.0,0.0,-29.77735,0.0,0.0,0.0,0.0,35.89161,0.0,187.3461,187.3461,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Diésel para uso automotriz de 50 ppm de azufre,594.14636,50.14464,187.39427,-0.04978,0.16653,16.5044,0.0,0.0,33.38493,147.25,0.16622,36.07978,11.64117,285.28753,432.53753,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,495.0,436.28353
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Diésel para uso automotriz de 50 ppm de azufre pescadores,594.14636,50.14464,187.39427,0.0,0.0,0.0,-21.49258,0.0,0.0,0.0,0.0,36.07978,0.0,201.98148,201.98148,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Diésel marino,594.14636,56.08473,209.59284,-0.05,0.0,0.0,0.0,0.0,0.0,147.25,0.16622,36.07978,11.64117,257.43002,404.68002,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Keroseno,594.14636,46.89536,175.2515,-0.04978,0.21684,16.5044,0.0,0.0,0.0,71.25,0.16622,34.38837,10.27155,236.7491,307.9991,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,371.0,311.7451
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Búnker,594.14636,38.93818,145.51491,-0.04978,0.22313,0.0,0.0,-122.5907,69.67323,24.0,0.16622,62.8675,13.45453,169.25905,193.25905,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,197.00505
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Búnker Térmico ICE,594.14636,42.56348,159.06292,-0.04978,0.0,0.0,0.0,-7.21852,0.0,24.0,0.16622,32.24927,3.18579,187.3959,211.3959,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,IFO 380,594.14636,43.06827,160.94937,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.16622,53.65915,12.71582,227.44056,227.44056,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Asfalto,594.14636,44.857,167.63397,-0.04978,0.10929,0.0,0.0,-83.52695,2.1277,50.75,0.16622,95.15802,16.20369,197.82216,248.57216,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,252.31816
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Asfalto AC-10,594.14636,51.177,191.25229,-0.04978,0.0,0.0,0.0,0.0,0.0,50.75,0.16622,121.45648,16.20369,329.0289,379.7789,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,383.5249
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Diésel pesado o gasoleo,594.14636,41.71964,155.90942,-0.04978,0.16586,16.5044,0.0,0.0,0.0,48.75,0.16622,32.44453,6.06744,211.20808,259.95808,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,263.70408
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Emulsión asfáltica rápida (RR),594.14636,28.61844,106.94925,-0.04978,0.0058,0.0,0.0,-54.08528,0.0,38.25,0.16622,59.58368,13.78254,126.35243,164.60243,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,168.34843
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Emulsión asfáltica lenta (RL),594.14636,29.15705,108.96208,-0.04978,0.20389,0.0,0.0,-47.19466,0.0,38.25,0.16622,52.86014,13.78254,128.73044,166.98044,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,170.72644
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,LPG (70-30),594.14636,22.16755,82.84178,-0.04978,0.22472,0.0,0.0,-58.91441,10.24255,50.75,0.16622,51.00826,10.56085,96.0802,146.8302,52.33691,0.0,0.0,53.036,55.349,63.646,True,318.8612,252.0,0.0
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,LPG (rico en propano),594.14636,21.93564,81.97512,-0.05,0.0,0.0,0.0,-51.52773,0.0,50.75,0.16622,50.8032,10.56085,91.92766,142.67766,0.0,0.0,0.0,53.036,55.349,63.646,True,314.70866,0.0,0.0
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Av-Gas,594.14636,86.21,322.17325,-0.04978,0.21534,16.5044,0.0,0.0,-9.34305,249.5,0.16622,225.81207,30.22393,585.70238,835.20238,0.0,16.0133,0.0,0.0,0.0,0.0,True,0.0,851.0,0.0
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Jet fuel A-1,594.14636,46.89536,175.2515,-0.04978,0.10861,0.0,0.0,0.0,30.8976,149.5,0.16622,63.41244,14.0654,283.85199,433.35199,0.0,16.0133,0.0,0.0,0.0,0.0,True,0.0,449.0,0.0
ET-056-2020,RE-0083-IE-2020,2020-09-02,232,221,Nafta Pesada,594.14636,46.77055,174.78504,-0.05,0.0,0.0,0.0,0.0,0.0,36.0,0.16622,27.01922,10.49639,212.41688,248.41688,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,252.16288
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Gasolina RON 95,583.26273,51.8238,190.12178,-0.04978,0.15963,13.17844,0.0,0.0,-4.43542,261.25,0.16622,36.41072,10.96775,246.51934,507.76934,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,570.0,511.51534
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Gasolina RON 91,583.26273,48.91404,179.44698,-0.04978,0.16076,13.17844,0.0,0.0,-1.32228,249.5,0.16622,35.89161,11.17091,238.64286,488.14286,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,551.0,491.88886
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Gasolina RON 91 pescadores,583.26273,48.91404,179.44698,0.0,0.0,0.0,-24.4332,0.0,0.0,0.0,0.0,35.89161,0.0,190.90539,190.90539,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Diésel para uso automotriz de 50 ppm de azufre,583.26273,48.93294,179.51631,-0.04978,0.18614,13.17844,0.0,0.0,-5.87343,147.25,0.16622,36.07978,11.64117,234.84486,382.09486,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,445.0,385.84086
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Diésel para uso automotriz de 50 ppm de azufre pescadores,583.26273,48.93294,179.51631,0.0,0.0,0.0,-24.14494,0.0,0.0,0.0,0.0,36.07978,0.0,191.45116,191.45116,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Diésel marino,583.26273,54.76,200.89357,-0.05,0.0,0.0,0.0,0.0,0.0,147.25,0.16622,36.07978,11.64117,248.73074,395.98074,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Keroseno,583.26273,43.56114,159.80923,-0.04978,0.18656,13.17844,0.0,0.0,0.0,71.25,0.16622,34.38837,10.27155,217.95059,289.20059,52.33691,0.0,9.18828,0.0,0.0,0.0,True,0.0,352.0,292.94659
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Búnker,583.26273,36.025,132.162,-0.04978,0.17854,0.0,0.0,-91.92221,36.87049,24.0,0.16622,62.8675,13.45453,153.7273,177.7273,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,181.4733
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Búnker Térmico ICE,583.26273,40.21774,147.54357,-0.04978,0.0,0.0,0.0,-9.2704,0.0,24.0,0.16622,32.24927,3.18579,173.82468,197.82468,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,IFO 380,583.26273,42.53125,156.03095,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.16622,53.65915,12.71582,222.52214,222.52214,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Asfalto,583.26273,40.64142,149.09789,-0.04978,0.11416,0.0,0.0,-65.83609,-18.90609,50.75,0.16622,95.15802,16.20369,175.94803,226.69803,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,230.44403
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Asfalto AC-10,583.26273,46.96142,172.28357,-0.04978,0.0,0.0,0.0,0.0,0.0,50.75,0.16622,121.45648,16.20369,310.06018,360.81018,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,364.55618
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Diésel pesado o gasoleo,583.26273,39.4136,144.59349,-0.04978,0.11836,13.17844,0.0,0.0,0.0,48.75,0.16622,32.44453,6.06744,196.51871,245.26871,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,249.01471
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Emulsión asfáltica rápida (RR),583.26273,26.02886,95.48997,-0.04978,0.17596,0.0,0.0,-56.33443,0.0,38.25,0.16622,59.58368,13.78254,112.81416,151.06416,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,154.81016
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Emulsión asfáltica lenta (RL),583.26273,26.41692,96.91363,-0.04978,0.0,0.0,0.0,-49.17665,0.0,38.25,0.16622,52.86014,13.78254,114.49611,152.74611,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,156.49211
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,LPG (70-30),583.26273,20.19413,74.08455,-0.04978,0.17669,0.0,0.0,-40.56744,-9.45583,50.75,0.16622,51.00826,10.56085,85.92353,136.67353,52.33691,0.0,0.0,53.036,55.349,63.646,True,308.70453,242.04644,0.0
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,LPG (rico en propano),583.26273,19.96575,73.24673,-0.05,0.0,0.0,0.0,-52.58744,0.0,50.75,0.16622,50.8032,10.56085,82.13956,132.88956,0.0,0.0,0.0,53.036,55.349,63.646,True,304.92056,0.0,0.0
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Av-Gas,583.26273,88.18148,323.50424,-0.04978,0.20898,13.17844,0.0,0.0,-66.06656,249.5,0.16622,225.81207,30.22393,526.97755,776.47755,0.0,16.0133,0.0,0.0,0.0,0.0,True,0.0,792.0,0.0
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Jet fuel A-1,583.26273,43.56114,159.80923,-0.04978,0.12479,0.0,0.0,0.0,5.62622,149.5,0.16622,63.41244,14.0654,243.15452,392.65452,0.0,16.0133,0.0,0.0,0.0,0.0,True,0.0,409.0,0.0
ET-048-2020,RE-0077-IE-2020,2020-08-03,204,191,Nafta Pesada,583.26273,44.37437,162.79264,-0.05,0.0,0.0,0.0,0.0,0.0,36.0,0.16622,27.01922,10.49639,200.42447,236.42447,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,240.17047
ET-047-2020,RE-0076-IE-2020,2020-07-25,194,182,Gasolina RON 95,583.26273,51.8238,190.12178,-0.04978,0.15963,13.17844,0.0,0.0,-4.43542,262.75,0.16622,36.41072,10.96775,246.51934,509.26934,52.33691,0.0,9.18828,0.0,0.0,0.0,False,0.0,572.0,513.01534
ET-047-2020,RE-0076-IE-2020,2020-07-25,194,182,Gasolina RON 91,583.26273,48.91404,179.44698,-0.04978,0.16076,13.17844,0.0,0.0,-1.32228,251.0,0.16622,35.89161,11.17091,238.64286,489.64286,52.33691,0.0,9.18828,0.0,0.0,0.0,False,0.0,552.0,493.38886
ET-047-2020,RE-0076-IE-2020,2020-07-25,194,182,Gasolina RON 91 pescadores,583.26273,48.91404,179.44698,0.0,0.0,0.0,-24.4332,0.0,0.0,0.0,0.0,35.89161,0.0,190.90539,190.90539,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0
ET-047-2020,RE-0076-IE-2020,2020-07-25,194,182,Diésel para uso automotriz de 50 ppm de azufre,583.26273,48.93294,179.51631,-0.04978,0.18614,13.17844,0.0,0.0,-5.87343,148.25,0.16622,36.07978,11.64117,234.84486,383.09486,52.33691,0.0,9.18828,0.0,0.0,0.0,False,0.0,446.0,386.84086
ET-047-2020,RE-0076-IE-2020,2020-07-25,194,182,Diésel para uso automotriz de 50 ppm de azufre pescadores,583.26273,48.93294,179.51631,0.0,0.0,0.0,-24.14494,0.0,0.0,0.0,0.0,36.07978,0.0,191.45116,191.45116,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0
ET-047-2020,RE-0076-IE-2020,2020-07-25,194,182,Diésel marino,583.26273,54.76,200.89357,-0.05,0.0,0.0,0.0,0.0,0.0,148.25,0.16622,36.07978,11.64117,248.73074,396.98074,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0
ET-047-2020,RE-0076-IE-2020,2020-07-25,194,182,Keroseno,583.26273,43.56114,159.80923,-0.04978,0.18656,13.17844,0.0,0.0,0.0,71.75,0.16622,34.38837,10.27155,217.95059,289.70059,52.33691,0.0,9.18828,0.0,0.0,0.0,False,0.0,352.0,293.44659
ET-047-2020,RE-0076-IE-2020,2020-07-25,194,182,Búnker,583.26273,36.025,132.162,-0.04978,0.17854,0.0,0.0,-91.92221,36.87049,24.25,0.16622,62.8675,13.45453,153.7273,177.9773,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,181.7233
